image_path,text
training_imgs/-7145522751271663250.png,a at distance photo of eczema skin condition on legs on white skin
training_imgs/-8925807443490894111.png,a at an angle photo of eczema skin condition on hands
training_imgs/-7611889478784556944.png,a close up photo of eczema skin condition on legs on white skin
training_imgs/-945081762432530764.png,a at distance photo of eczema skin condition on torso on fair skin
training_imgs/5131985435524652892.png,a close up photo of eczema skin condition on hands on white skin
training_imgs/-5432546180216775741.png,a at distance photo of eczema skin condition on arms on fair skin
training_imgs/-2949233165118597916.png,a close up photo of eczema skin condition on legs on white skin
training_imgs/-862558295135857219.png,a close up photo of eczema skin condition on arms on brown skin
training_imgs/-174517438571435365.png,a at an angle photo of eczema skin condition on legs on white skin
training_imgs/6843050150521456073.png,a at an angle photo of eczema skin condition on legs on fair skin
training_imgs/7810546855565179160.png,a close up photo of eczema skin condition on legs on fair skin
training_imgs/-2101790873047080311.png,a close up photo of eczema skin condition on torso on white skin
training_imgs/-8579367048811032343.png,a at distance photo of eczema skin condition on arms on brown skin
training_imgs/7333789641537553254.png,a close up photo of eczema skin condition on legs on white skin
training_imgs/-3300838075406312078.png,a at an angle photo of eczema skin condition on arms on brown skin
training_imgs/-1651927693770727765.png,a at distance photo of eczema skin condition on neck on brown skin
training_imgs/1533523366399098473.png,a close up photo of eczema skin condition on arms on white skin
training_imgs/2021255960758992412.png,a at an angle photo of eczema skin condition on arms on fair skin
training_imgs/-1793399078708447490.png,a at an angle photo of eczema skin condition on neck on brown skin
training_imgs/2815368110591186010.png,a at an angle photo of eczema skin condition on arms on fair skin
training_imgs/-3019194824877098187.png,a close up photo of eczema skin condition on arms on fair skin
training_imgs/-506159417569762918.png,a close up photo of eczema skin condition on feet on white skin
training_imgs/-3075979742684785566.png,a close up photo of eczema skin condition on arms on white skin
training_imgs/-9071217807268156605.png,a close up photo of eczema skin condition on arms on fair skin
training_imgs/-4496469068484871833.png,a close up photo of eczema skin condition on arms on brown skin
training_imgs/-7209296773340789622.png,a close up photo of eczema skin condition on arms on brown skin
training_imgs/-5436801439030306050.png,a close up photo of eczema skin condition on hands on fair skin
training_imgs/-5969510922365783502.png,a at distance photo of eczema skin condition on legs on white skin
training_imgs/5982168678275476092.png,a close up photo of eczema skin condition on arms on white skin
training_imgs/5206975118959031057.png,a close up photo of eczema skin condition on hands on fair skin
training_imgs/-5385363078483571059.png,a close up photo of eczema skin condition on arms on brown skin
training_imgs/5402257362374132444.png,a at an angle photo of eczema skin condition on arms on brown skin
training_imgs/-4635752284842277070.png,a at distance photo of eczema skin condition on arms on brown skin
training_imgs/-285631126590371691.png,a close up photo of eczema skin condition on arms on fair skin
training_imgs/8795885615476833533.png,a at an angle photo of eczema skin condition on arms on brown skin
training_imgs/-7358627726010271489.png,a at distance photo of eczema skin condition on hands on white skin
training_imgs/-4716936240491422448.png,a at distance photo of eczema skin condition on legs on fair skin
training_imgs/8973726898890590210.png,a at distance photo of eczema skin condition on legs on white skin
training_imgs/1686781530006487268.png,a at distance photo of eczema skin condition on arms on white skin
training_imgs/-7197702636067718462.png,a close up photo of eczema skin condition on hands on brown skin
training_imgs/3222392825370085097.png,a at distance photo of eczema skin condition on arms on white skin
training_imgs/-5665949552425967322.png,a close up photo of eczema skin condition on arms on fair skin
training_imgs/7256666608950418798.png,a close up photo of eczema skin condition on arms on brown skin
training_imgs/2661853004663829775.png,a close up photo of eczema skin condition on torso on white skin
training_imgs/2337702317933991192.png,a at distance photo of eczema skin condition on arms on white skin
training_imgs/840490466332246453.png,a close up photo of eczema skin condition on arms on fair skin
training_imgs/6475997498668233825.png,a at an angle photo of eczema skin condition on legs on white skin
training_imgs/4127654605376625453.png,a close up photo of eczema skin condition on feet on white skin
training_imgs/-6647050650728287843.png,a close up photo of eczema skin condition on hands on white skin
training_imgs/-7937865557030767709.png,a close up photo of eczema skin condition on arms on white skin
training_imgs/4241713435905392635.png,a close up photo of eczema skin condition on hands
training_imgs/-4395003336872160138.png,a at an angle photo of eczema skin condition on arms on white skin
training_imgs/-8503022643743511724.png,a at an angle photo of eczema skin condition on arms on white skin
training_imgs/-8743640083543794574.png,a close up photo of eczema skin condition on arms on brown skin
training_imgs/3364079806087643651.png,a at an angle photo of eczema skin condition on legs on brown skin
training_imgs/8122831941418372905.png,a close up photo of eczema skin condition on neck on brown skin
training_imgs/-8841534478189887460.png,a close up photo of eczema skin condition on arms on fair skin
training_imgs/9191549774883693634.png,a at an angle photo of eczema skin condition on arms on fair skin
training_imgs/-2586434783203273300.png,a at an angle photo of eczema skin condition on hands on white skin
training_imgs/6266104663802047097.png,a close up photo of eczema skin condition on legs on fair skin
training_imgs/-7379123563084274195.png,a close up photo of eczema skin condition on torso on fair skin
training_imgs/-8128088941856389814.png,a close up photo of eczema skin condition on legs on fair skin
training_imgs/6837737674648343890.png,a at distance photo of eczema skin condition on arms on brown skin
training_imgs/-7455302269080614532.png,a at an angle photo of eczema skin condition on hands on fair skin
training_imgs/-3846279000500284888.png,a at distance photo of eczema skin condition on arms on white skin
training_imgs/-1532677556392562109.png,a at an angle photo of eczema skin condition on legs on white skin
training_imgs/-6580313417741941158.png,a close up photo of eczema skin condition on neck on brown skin
training_imgs/-2030903409484078916.png,a close up photo of eczema skin condition on legs on fair skin
training_imgs/-1167977922987061432.png,a close up photo of eczema skin condition on arms on white skin
training_imgs/3087583442204718089.png,a close up photo of eczema skin condition on arms on fair skin
training_imgs/7606490649624430751.png,a close up photo of eczema skin condition on arms on fair skin
training_imgs/-2611898318932465514.png,a at distance photo of eczema skin condition on torso on fair skin
training_imgs/244714197365103165.png,a close up photo of eczema skin condition on arms on white skin
training_imgs/5849280946771132884.png,a at distance photo of eczema skin condition on arms on fair skin
training_imgs/183167050226033603.png,a at distance photo of eczema skin condition on legs on white skin
training_imgs/8318508107131814352.png,a at distance photo of eczema skin condition on legs on white skin
training_imgs/5913450542768440681.png,a close up photo of eczema skin condition on hands on white skin
training_imgs/-3074087608497358223.png,a at distance photo of eczema skin condition on legs on fair skin
training_imgs/5996099570106289355.png,a at an angle photo of eczema skin condition on feet on white skin
training_imgs/-4596787619832414799.png,a at an angle photo of eczema skin condition on arms on white skin
training_imgs/-6398673021678288452.png,a at distance photo of eczema skin condition on torso on white skin
training_imgs/-4949999685137541063.png,a at distance photo of eczema skin condition on legs on fair skin
training_imgs/8498057360565521850.png,a close up photo of eczema skin condition on hands on white skin
training_imgs/-2919962940384238401.png,a at distance photo of eczema skin condition on arms on black skin
training_imgs/2739221591362066725.png,a at distance photo of eczema skin condition on neck on fair skin
training_imgs/2656129314589493558.png,a at distance photo of eczema skin condition on hands
training_imgs/4708050091267005435.png,a close up photo of eczema skin condition on arms on fair skin
training_imgs/-8289424844938182188.png,a close up photo of eczema skin condition on arms on white skin
training_imgs/-1552485516831343050.png,a at an angle photo of eczema skin condition on legs on white skin
training_imgs/-764324206369620251.png,a at an angle photo of eczema skin condition on legs on fair skin
training_imgs/-5945889357765410205.png,a at an angle photo of eczema skin condition on arms on white skin
training_imgs/-6038785440501793558.png,a at an angle photo of eczema skin condition on torso on fair skin
training_imgs/-6233451743223829948.png,a at distance photo of eczema skin condition on legs on fair skin
training_imgs/3354898735789892138.png,a at an angle photo of eczema skin condition on neck on fair skin
training_imgs/-9170015725324326381.png,a at an angle photo of eczema skin condition on arms on white skin
training_imgs/3488658631985385263.png,a close up photo of allergic contact dermatitis skin condition on legs on white skin
training_imgs/-2214538966673627919.png,a close up photo of allergic contact dermatitis skin condition on torso on fair skin
training_imgs/-4413039030545372453.png,a close up photo of allergic contact dermatitis skin condition on arms on brown skin
training_imgs/-5917546460256296358.png,a close up photo of allergic contact dermatitis skin condition on torso on fair skin
training_imgs/5599579595537505183.png,a close up photo of allergic contact dermatitis skin condition on torso on fair skin
training_imgs/6016814389373084192.png,a at distance photo of allergic contact dermatitis skin condition on legs on fair skin
training_imgs/8102887568325883936.png,a close up photo of allergic contact dermatitis skin condition on legs on fair skin
training_imgs/7190421899691362883.png,a close up photo of allergic contact dermatitis skin condition on arms on fair skin
training_imgs/8040196583187577068.png,a close up photo of allergic contact dermatitis skin condition on arms on fair skin
training_imgs/4796484409782769174.png,a at distance photo of allergic contact dermatitis skin condition on legs on brown skin
training_imgs/4715283416658567565.png,a at distance photo of allergic contact dermatitis skin condition on arms on fair skin
training_imgs/817740747076196424.png,a at an angle photo of allergic contact dermatitis skin condition on arms on white skin
training_imgs/4219015016058653727.png,a at an angle photo of allergic contact dermatitis skin condition on arms on white skin
training_imgs/6755815927772018364.png,a close up photo of allergic contact dermatitis skin condition on arms on fair skin
training_imgs/5937000031772480607.png,a close up photo of allergic contact dermatitis skin condition on arms on white skin
training_imgs/8219596372097632965.png,a close up photo of allergic contact dermatitis skin condition on arms on white skin
training_imgs/-8681693003307270555.png,a close up photo of allergic contact dermatitis skin condition on arms on brown skin
training_imgs/7062791521806570532.png,a at distance photo of allergic contact dermatitis skin condition on arms on brown skin
training_imgs/-4390482382607634718.png,a at an angle photo of allergic contact dermatitis skin condition on arms on fair skin
training_imgs/8304952767392793983.png,a at an angle photo of allergic contact dermatitis skin condition on arms on fair skin
training_imgs/-6264468090527993860.png,a at an angle photo of allergic contact dermatitis skin condition on legs on fair skin
training_imgs/3358565101040151385.png,a close up photo of allergic contact dermatitis skin condition on arms on fair skin
training_imgs/-1288516358527303986.png,a at an angle photo of allergic contact dermatitis skin condition on arms on brown skin
training_imgs/1297296927955672583.png,a at an angle photo of allergic contact dermatitis skin condition on arms on fair skin
training_imgs/-2207449719805591208.png,a close up photo of allergic contact dermatitis skin condition on arms on brown skin
training_imgs/8986626439720871417.png,a at an angle photo of allergic contact dermatitis skin condition on legs on fair skin
training_imgs/-1117304357073393845.png,a at an angle photo of allergic contact dermatitis skin condition on torso on fair skin
training_imgs/-3888875973527478965.png,a close up photo of allergic contact dermatitis skin condition on arms on fair skin
training_imgs/-5825923352662531273.png,a close up photo of allergic contact dermatitis skin condition on hands on fair skin
training_imgs/-5902521648651774394.png,a close up photo of allergic contact dermatitis skin condition on hands on white skin
training_imgs/-1587579803946468698.png,a close up photo of allergic contact dermatitis skin condition on torso on white skin
training_imgs/2856173988568189587.png,a close up photo of allergic contact dermatitis skin condition on torso on fair skin
training_imgs/-6928038343805197989.png,a close up photo of allergic contact dermatitis skin condition on arms on white skin
training_imgs/3827390003855576516.png,a at distance photo of allergic contact dermatitis skin condition on arms on white skin
training_imgs/-5521011744040552037.png,a at an angle photo of allergic contact dermatitis skin condition on arms on white skin
training_imgs/-2368196693663754182.png,a close up photo of allergic contact dermatitis skin condition on torso on white skin
training_imgs/4616539214475309081.png,a at distance photo of allergic contact dermatitis skin condition on legs on fair skin
training_imgs/3063788955691719168.png,a close up photo of allergic contact dermatitis skin condition on hands on white skin
training_imgs/3221568684394957211.png,a close up photo of allergic contact dermatitis skin condition on arms on fair skin
training_imgs/5082382528137605517.png,a at an angle photo of allergic contact dermatitis skin condition on arms
training_imgs/-8489071995033586737.png,a at distance photo of allergic contact dermatitis skin condition on arms on fair skin
training_imgs/7925334954540637815.png,a close up photo of allergic contact dermatitis skin condition on arms on fair skin
training_imgs/-5027449927739449608.png,a close up photo of psoriasis skin condition on legs on white skin
training_imgs/-1771453055734416513.png,a close up photo of psoriasis skin condition on arms on fair skin
training_imgs/3567983899605382882.png,a close up photo of psoriasis skin condition on arms on fair skin
training_imgs/-5896619613088824953.png,a close up photo of psoriasis skin condition on arms on white skin
training_imgs/1289677945134827265.png,a close up photo of psoriasis skin condition on arms on fair skin
training_imgs/3129243513709030690.png,a close up photo of psoriasis skin condition on arms
training_imgs/-4764318591436160244.png,a at an angle photo of psoriasis skin condition on hands on fair skin
training_imgs/8992004962400932960.png,a close up photo of psoriasis skin condition on back on brown skin
training_imgs/-3278401981209346612.png,a close up photo of psoriasis skin condition on arms on fair skin
training_imgs/8500148894712667970.png,a at an angle photo of psoriasis skin condition on legs on fair skin
training_imgs/-5128272363659154502.png,a close up photo of psoriasis skin condition on arms on brown skin
training_imgs/-5026570001652617553.png,a at distance photo of psoriasis skin condition on legs on fair skin
training_imgs/9155458225824028738.png,a at distance photo of psoriasis skin condition on arms on fair skin
training_imgs/2899853049574441942.png,a close up photo of psoriasis skin condition on legs on white skin
training_imgs/8927569442973267153.png,a at an angle photo of psoriasis skin condition on torso on fair skin
training_imgs/-8794719700664225806.png,a close up photo of psoriasis skin condition on torso on white skin
training_imgs/-8779903138873713227.png,a close up photo of psoriasis skin condition on torso on fair skin
training_imgs/-2023528583731486939.png,a at an angle photo of psoriasis skin condition on legs on white skin
training_imgs/-2538731880524128360.png,a at distance photo of psoriasis skin condition on legs on fair skin
training_imgs/-1241231354355375740.png,a at distance photo of psoriasis skin condition on legs on white skin
training_imgs/-7847308518165789474.png,a at distance photo of psoriasis skin condition on legs on white skin
training_imgs/8274826488534529432.png,a close up photo of psoriasis skin condition on legs on white skin
training_imgs/-1578285749986829241.png,a close up photo of psoriasis skin condition on legs on fair skin
training_imgs/-8486169656718173466.png,a at an angle photo of psoriasis skin condition on legs on white skin
training_imgs/-869349880437476994.png,a close up photo of psoriasis skin condition on neck on fair skin
training_imgs/-7904108032805815368.png,a at distance photo of psoriasis skin condition on legs on white skin
training_imgs/4980430657099470077.png,a at an angle photo of psoriasis skin condition on legs on brown skin
training_imgs/-3781183398515014808.png,a at distance photo of urticaria skin condition on legs on white skin
training_imgs/-7555000542646639886.png,a close up photo of urticaria skin condition on torso on fair skin
training_imgs/-7729431579580044113.png,a close up photo of urticaria skin condition on back on fair skin
training_imgs/-298848235389824552.png,a close up photo of urticaria skin condition on arms on fair skin
training_imgs/623880352509161282.png,a close up photo of urticaria skin condition on arms on brown skin
training_imgs/-4990509508828259244.png,a at distance photo of urticaria skin condition on arms on brown skin
training_imgs/-828006515596471195.png,a at distance photo of urticaria skin condition on legs on white skin
training_imgs/-4852970400573238570.png,a at an angle photo of urticaria skin condition on legs on brown skin
training_imgs/4363067165804706375.png,a close up photo of urticaria skin condition on hands on black skin
training_imgs/108462233489916244.png,a at an angle photo of urticaria skin condition on back on white skin
training_imgs/1330127670452249089.png,a close up photo of urticaria skin condition on legs on white skin
training_imgs/7253297709579205656.png,a at distance photo of urticaria skin condition on legs on white skin
training_imgs/5836170508263925618.png,a at an angle photo of urticaria skin condition on back on fair skin
training_imgs/1294349117406034719.png,a at distance photo of urticaria skin condition on back on white skin
training_imgs/-6199778995948821319.png,a close up photo of urticaria skin condition on back on fair skin
training_imgs/-724880412393084270.png,a at distance photo of urticaria skin condition on arms on fair skin
training_imgs/-7643477876542349995.png,a close up photo of urticaria skin condition on back on white skin
training_imgs/5711853361076460602.png,a close up photo of urticaria skin condition on legs on brown skin
training_imgs/514978455832830064.png,a close up photo of urticaria skin condition on arms on white skin
training_imgs/-7228030522436577946.png,a close up photo of urticaria skin condition on arms on fair skin
training_imgs/7846235618886945562.png,a close up photo of urticaria skin condition on torso on fair skin
training_imgs/-8607337421690466021.png,a at an angle photo of urticaria skin condition on arms on fair skin
training_imgs/5244444480130909722.png,a close up photo of urticaria skin condition on arms on white skin
training_imgs/-4055387610466540879.png,a close up photo of urticaria skin condition on legs on fair skin
training_imgs/9111397928834127422.png,a close up photo of urticaria skin condition on arms on white skin
training_imgs/-6693717299617694085.png,a at distance photo of urticaria skin condition on legs on white skin
training_imgs/139073546012313918.png,a at distance photo of urticaria skin condition on torso on fair skin
training_imgs/-2315153994676436271.png,a at distance photo of urticaria skin condition on back on white skin
training_imgs/3791922687139899943.png,a at an angle photo of urticaria skin condition on neck on brown skin
training_imgs/8584606393278903338.png,a at an angle photo of urticaria skin condition on torso on white skin
training_imgs/-1766001610638052673.png,a close up photo of urticaria skin condition on neck on brown skin
training_imgs/4761491203812701728.png,a at an angle photo of urticaria skin condition on legs on brown skin
training_imgs/8187403870754700072.png,a at an angle photo of urticaria skin condition on back on white skin
training_imgs/-8351813133673411713.png,a close up photo of urticaria skin condition on legs on white skin
training_imgs/3808734830131524150.png,a close up photo of urticaria skin condition on legs on white skin
training_imgs/5871876348246844415.png,a at an angle photo of urticaria skin condition on legs on white skin
training_imgs/511111053716796506.png,a at an angle photo of urticaria skin condition on legs on brown skin
training_imgs/1323541714731364649.png,a close up photo of urticaria skin condition on legs on brown skin
training_imgs/4025099453268867179.png,a close up photo of urticaria skin condition on legs on white skin
training_imgs/-3775959267246996938.png,a at an angle photo of urticaria skin condition on torso on fair skin
training_imgs/8867130140277486382.png,a at an angle photo of urticaria skin condition on torso on fair skin
training_imgs/-2240571180590354799.png,a close up photo of urticaria skin condition on torso on fair skin
training_imgs/8598709142834861630.png,a at distance photo of urticaria skin condition on torso on fair skin
training_imgs/-4510716316709881959.png,a at distance photo of urticaria skin condition on legs on brown skin
training_imgs/4350191739905653689.png,a at distance photo of urticaria skin condition on arms on fair skin
training_imgs/-2663645243653633022.png,a at distance photo of urticaria skin condition on arms on black skin
training_imgs/7174346215026338343.png,a close up photo of urticaria skin condition on legs on fair skin
training_imgs/-3454742488172101921.png,a at an angle photo of urticaria skin condition on back on white skin
training_imgs/-6815104299099118193.png,a close up photo of urticaria skin condition on arms on white skin
training_imgs/1281951106283171619.png,a close up photo of urticaria skin condition on back on white skin
training_imgs/-4203166728954341030.png,a close up photo of urticaria skin condition on legs on brown skin
training_imgs/-8077199062814861533.png,a at an angle photo of urticaria skin condition on arms on brown skin
training_imgs/2983323875335943836.png,a close up photo of urticaria skin condition on torso on fair skin
training_imgs/-7772969854782631285.png,a close up photo of urticaria skin condition on torso on white skin
training_imgs/-407217371461491400.png,a at distance photo of urticaria skin condition on back on white skin
training_imgs/8977765022181205065.png,a close up photo of urticaria skin condition on torso on fair skin
training_imgs/112251036825846427.png,a close up photo of urticaria skin condition on back on white skin
training_imgs/-8804964571197729235.png,a at an angle photo of urticaria skin condition on torso on white skin
training_imgs/-5807825109361471758.png,a close up photo of urticaria skin condition on arms on fair skin
training_imgs/-4640880077120320715.png,a at an angle photo of urticaria skin condition on neck on fair skin
training_imgs/-7147666990248749019.png,a close up photo of urticaria skin condition on back on fair skin
training_imgs/347108597815692432.png,a close up photo of urticaria skin condition on back on fair skin
training_imgs/3614097266056290592.png,a close up photo of urticaria skin condition on torso on fair skin
training_imgs/7632827780740870146.png,a close up photo of urticaria skin condition on back on brown skin
training_imgs/6074901752419710835.png,a at distance photo of urticaria skin condition on back on brown skin
training_imgs/8806903249731668808.png,a at distance photo of urticaria skin condition on neck on brown skin
training_imgs/-3463926055561590672.png,a at an angle photo of urticaria skin condition on arms on white skin
training_imgs/-4813138192071438695.png,a close up photo of urticaria skin condition on arms on white skin
training_imgs/-4986256408299251030.png,a at an angle photo of urticaria skin condition on legs on brown skin
training_imgs/1614121879822245593.png,a at an angle photo of urticaria skin condition on arms on fair skin
training_imgs/8775618016429057914.png,a at distance photo of urticaria skin condition on legs on brown skin
training_imgs/-1677898261371801194.png,a close up photo of urticaria skin condition on torso on fair skin
training_imgs/2587768503558995392.png,a at distance photo of urticaria skin condition on torso on fair skin
training_imgs/6017419714070511748.png,a at distance photo of urticaria skin condition on hands on fair skin
training_imgs/8943452377015009675.png,a close up photo of urticaria skin condition on arms on brown skin
training_imgs/-7897770316150176474.png,a close up photo of urticaria skin condition on back on white skin
training_imgs/3649560684285356145.png,a close up photo of urticaria skin condition on arms on brown skin
training_imgs/-8926425952664189068.png,a close up photo of urticaria skin condition on face on brown skin
